image,model,prompt_tokens,completion_tokens,total_tokens
mss1187900041-38.jpg,openai/gpt-5-nano,8369,5677,14046
mss1187900051-26.jpg,openai/gpt-5-nano,8369,5351,13720
mss1187900092-33.jpg,openai/gpt-5-nano,8369,2542,10911
mss1187900967-7.jpg,openai/gpt-5-nano,8369,4438,12807
mss1288000078-3.jpg,openai/gpt-5-nano,8395,4464,12859
mss154040147-18.jpg,openai/gpt-5-nano,8345,3912,12257
mss154040163-11.jpg,openai/gpt-5-nano,8393,4285,12678
mss154040333-2.jpg,openai/gpt-5-nano,8330,3991,12321
mss154040478-9.jpg,openai/gpt-5-nano,8395,883,9278
mss184240130-127.jpg,openai/gpt-5-nano,8369,1248,9617
mss184240200-27.jpg,openai/gpt-5-nano,8393,3154,11547
mss184240331-29.jpg,openai/gpt-5-nano,8345,2463,10808
mss83434033-2.jpg,openai/gpt-5-nano,8395,3488,11883
mss83434137-26.jpg,openai/gpt-5-nano,8393,7246,15639
mss83434252-16.jpg,openai/gpt-5-nano,8381,2289,10670
mss83434263-1.jpg,openai/gpt-5-nano,7919,3199,11118
mss83434319-1.jpg,openai/gpt-5-nano,8381,4726,13107
2019713442-448.jpg,qwen/qwen-vl-plus,5419,170,5589
2019713445-1752.jpg,qwen/qwen-vl-plus,5451,74,5525
mss1187900051-26.jpg,qwen/qwen-vl-plus,5479,271,5750
mss1187900092-33.jpg,qwen/qwen-vl-plus,5435,120,5555
mss1187900967-7.jpg,qwen/qwen-vl-plus,5435,156,5591
mss1288000078-3.jpg,qwen/qwen-vl-plus,5451,327,5778
mss154040147-18.jpg,qwen/qwen-vl-plus,5421,134,5555
mss154040163-11.jpg,qwen/qwen-vl-plus,5450,212,5662
mss154040333-2.jpg,qwen/qwen-vl-plus,5443,89,5532
mss154040478-9.jpg,qwen/qwen-vl-plus,5451,62,5513
mss184240130-127.jpg,qwen/qwen-vl-plus,5479,86,5565
mss184240200-27.jpg,qwen/qwen-vl-plus,5450,106,5556
mss184240331-29.jpg,qwen/qwen-vl-plus,5442,156,5598
mss83434033-2.jpg,qwen/qwen-vl-plus,5451,568,6019
mss83434137-26.jpg,qwen/qwen-vl-plus,5421,1049,6470
mss83434263-1.jpg,qwen/qwen-vl-plus,5369,90,5459
mss83434319-1.jpg,qwen/qwen-vl-plus,5443,147,5590
2019713442-448.jpg,qwen/qwen2.5-vl-32b-instruct,37023,356,37379
2019713445-1752.jpg,qwen/qwen2.5-vl-32b-instruct,28085,122,28207
2019713451-2338.jpg,qwen/qwen2.5-vl-32b-instruct,33761,983,34744
mss1187900041-38.jpg,qwen/qwen2.5-vl-32b-instruct,29055,384,29439
mss1187900051-26.jpg,qwen/qwen2.5-vl-32b-instruct,23753,284,24037
mss1187900092-33.jpg,qwen/qwen2.5-vl-32b-instruct,23641,116,23757
mss1187900967-7.jpg,qwen/qwen2.5-vl-32b-instruct,23276,134,23410
mss1288000078-3.jpg,qwen/qwen2.5-vl-32b-instruct,31089,285,31374
mss154040147-18.jpg,qwen/qwen2.5-vl-32b-instruct,26517,143,26660
mss154040333-2.jpg,qwen/qwen2.5-vl-32b-instruct,33068,304,33372
mss154040478-9.jpg,qwen/qwen2.5-vl-32b-instruct,33901,62,33963
mss184240130-127.jpg,qwen/qwen2.5-vl-32b-instruct,29509,80,29589
mss184240200-27.jpg,qwen/qwen2.5-vl-32b-instruct,24880,94,24974
mss184240331-29.jpg,qwen/qwen2.5-vl-32b-instruct,34010,180,34190
mss83434033-2.jpg,qwen/qwen2.5-vl-32b-instruct,27685,838,28523
mss83434137-26.jpg,qwen/qwen2.5-vl-32b-instruct,23775,1060,24835
mss83434252-16.jpg,qwen/qwen2.5-vl-32b-instruct,26609,252,26861
mss83434263-1.jpg,qwen/qwen2.5-vl-32b-instruct,22218,310,22528
mss83434319-1.jpg,qwen/qwen2.5-vl-32b-instruct,23513,71,23584
2019713442-448.jpg,qwen/qwen2.5-vl-72b-instruct,9432,155,9587
2019713445-1752.jpg,qwen/qwen2.5-vl-72b-instruct,9478,121,9599
2019713451-2338.jpg,qwen/qwen2.5-vl-72b-instruct,9452,1407,10859
mss1187900041-38.jpg,qwen/qwen2.5-vl-72b-instruct,9439,344,9783
mss1187900051-26.jpg,qwen/qwen2.5-vl-72b-instruct,23741,198,23939
mss1187900092-33.jpg,qwen/qwen2.5-vl-72b-instruct,9439,104,9543
mss1187900967-7.jpg,qwen/qwen2.5-vl-72b-instruct,23264,156,23420
mss1288000078-3.jpg,qwen/qwen2.5-vl-72b-instruct,9432,315,9747
mss154040147-18.jpg,qwen/qwen2.5-vl-72b-instruct,26505,133,26638
mss154040163-11.jpg,qwen/qwen2.5-vl-72b-instruct,29193,256,29449
mss154040333-2.jpg,qwen/qwen2.5-vl-72b-instruct,9421,197,9618
mss154040478-9.jpg,qwen/qwen2.5-vl-72b-instruct,33889,61,33950
mss184240130-127.jpg,qwen/qwen2.5-vl-72b-instruct,29497,109,29606
mss184240200-27.jpg,qwen/qwen2.5-vl-72b-instruct,9460,107,9567
mss83434033-2.jpg,qwen/qwen2.5-vl-72b-instruct,27673,1055,28728
mss83434137-26.jpg,qwen/qwen2.5-vl-72b-instruct,23763,1022,24785
mss83434252-16.jpg,qwen/qwen2.5-vl-72b-instruct,26597,254,26851
mss83434263-1.jpg,qwen/qwen2.5-vl-72b-instruct,8381,86,8467
mss83434319-1.jpg,qwen/qwen2.5-vl-72b-instruct,23501,58,23559
2019713442-448.jpg,qwen/qwen3-vl-235b-a22b-instruct,32634,166,32800
2019713445-1752.jpg,qwen/qwen3-vl-235b-a22b-instruct,22016,121,22137
2019713451-2338.jpg,qwen/qwen3-vl-235b-a22b-instruct,26396,1403,27799
mss1187900041-38.jpg,qwen/qwen3-vl-235b-a22b-instruct,9190,398,9588
mss1187900051-26.jpg,qwen/qwen3-vl-235b-a22b-instruct,9050,199,9249
mss1187900092-33.jpg,qwen/qwen3-vl-235b-a22b-instruct,18605,115,18720
mss1187900967-7.jpg,qwen/qwen3-vl-235b-a22b-instruct,8690,158,8848
mss1288000078-3.jpg,qwen/qwen3-vl-235b-a22b-instruct,9230,354,9584
mss154040147-18.jpg,qwen/qwen3-vl-235b-a22b-instruct,9230,136,9366
mss154040163-11.jpg,qwen/qwen3-vl-235b-a22b-instruct,22772,279,23051
mss154040333-2.jpg,qwen/qwen3-vl-235b-a22b-instruct,25787,210,25997
mss154040478-9.jpg,qwen/qwen3-vl-235b-a22b-instruct,26405,65,26470
mss184240130-127.jpg,qwen/qwen3-vl-235b-a22b-instruct,9252,90,9342
mss184240200-27.jpg,qwen/qwen3-vl-235b-a22b-instruct,19478,107,19585
mss184240331-29.jpg,qwen/qwen3-vl-235b-a22b-instruct,26613,87,26700
mss83434033-2.jpg,qwen/qwen3-vl-235b-a22b-instruct,9185,722,9907
mss83434137-26.jpg,qwen/qwen3-vl-235b-a22b-instruct,9129,1030,10159
mss83434252-16.jpg,qwen/qwen3-vl-235b-a22b-instruct,20788,253,21041
mss83434263-1.jpg,qwen/qwen3-vl-235b-a22b-instruct,17470,139,17609
mss83434319-1.jpg,qwen/qwen3-vl-235b-a22b-instruct,18436,62,18498
2019713442-448.jpg,qwen/qwen3-vl-32b-instruct,9230,171,9401
2019713445-1752.jpg,qwen/qwen3-vl-32b-instruct,9230,121,9351
2019713451-2338.jpg,qwen/qwen3-vl-32b-instruct,9204,1395,10599
mss1187900041-38.jpg,qwen/qwen3-vl-32b-instruct,9190,362,9552
mss1187900051-26.jpg,qwen/qwen3-vl-32b-instruct,9050,241,9291
mss1187900092-33.jpg,qwen/qwen3-vl-32b-instruct,9011,117,9128
mss1187900967-7.jpg,qwen/qwen3-vl-32b-instruct,8690,171,8861
mss1288000078-3.jpg,qwen/qwen3-vl-32b-instruct,9230,398,9628
mss154040163-11.jpg,qwen/qwen3-vl-32b-instruct,9211,283,9494
mss154040333-2.jpg,qwen/qwen3-vl-32b-instruct,9230,208,9438
mss154040478-9.jpg,qwen/qwen3-vl-32b-instruct,9230,64,9294
mss184240130-127.jpg,qwen/qwen3-vl-32b-instruct,9252,89,9341
mss184240200-27.jpg,qwen/qwen3-vl-32b-instruct,9211,90,9301
mss184240331-29.jpg,qwen/qwen3-vl-32b-instruct,9230,73,9303
mss83434033-2.jpg,qwen/qwen3-vl-32b-instruct,9185,895,10080
mss83434137-26.jpg,qwen/qwen3-vl-32b-instruct,9129,1036,10165
mss83434252-16.jpg,qwen/qwen3-vl-32b-instruct,9218,252,9470
mss83434263-1.jpg,qwen/qwen3-vl-32b-instruct,7876,170,8046
mss83434319-1.jpg,qwen/qwen3-vl-32b-instruct,8842,66,8908
2019713442-448.jpg,qwen/qwen3-vl-8b-instruct,9230,172,9402
2019713445-1752.jpg,qwen/qwen3-vl-8b-instruct,22016,121,22137
2019713451-2338.jpg,qwen/qwen3-vl-8b-instruct,9204,1396,10600
mss1187900041-38.jpg,qwen/qwen3-vl-8b-instruct,9190,419,9609
mss1187900051-26.jpg,qwen/qwen3-vl-8b-instruct,18644,244,18888
mss1187900092-33.jpg,qwen/qwen3-vl-8b-instruct,9011,106,9117
mss1187900967-7.jpg,qwen/qwen3-vl-8b-instruct,18284,157,18441
mss1288000078-3.jpg,qwen/qwen3-vl-8b-instruct,9230,547,9777
mss154040147-18.jpg,qwen/qwen3-vl-8b-instruct,20784,148,20932
mss154040333-2.jpg,qwen/qwen3-vl-8b-instruct,9230,141,9371
mss154040478-9.jpg,qwen/qwen3-vl-8b-instruct,9230,64,9294
mss184240130-127.jpg,qwen/qwen3-vl-8b-instruct,9252,95,9347
mss184240200-27.jpg,qwen/qwen3-vl-8b-instruct,9211,103,9314
mss184240331-29.jpg,qwen/qwen3-vl-8b-instruct,9230,89,9319
mss83434033-2.jpg,qwen/qwen3-vl-8b-instruct,9185,851,10036
mss83434137-26.jpg,qwen/qwen3-vl-8b-instruct,9129,1036,10165
mss83434252-16.jpg,qwen/qwen3-vl-8b-instruct,9218,252,9470
mss83434263-1.jpg,qwen/qwen3-vl-8b-instruct,17470,65536,83006
mss83434319-1.jpg,qwen/qwen3-vl-8b-instruct,8842,69,8911
2019713442-448.jpg,qwen/qwen3-vl-8b-thinking,9232,4599,13831
2019713445-1752.jpg,qwen/qwen3-vl-8b-thinking,9232,2450,11682
2019713451-2338.jpg,qwen/qwen3-vl-8b-thinking,9206,9720,18926
mss1187900041-38.jpg,qwen/qwen3-vl-8b-thinking,9192,8073,17265
mss1187900051-26.jpg,qwen/qwen3-vl-8b-thinking,9052,2688,11740
mss1187900092-33.jpg,qwen/qwen3-vl-8b-thinking,9013,1097,10110
mss1187900967-7.jpg,qwen/qwen3-vl-8b-thinking,8692,1917,10609
mss1288000078-3.jpg,qwen/qwen3-vl-8b-thinking,9232,4546,13778
mss154040147-18.jpg,qwen/qwen3-vl-8b-thinking,9232,1727,10959
mss154040163-11.jpg,qwen/qwen3-vl-8b-thinking,9213,3880,13093
mss154040333-2.jpg,qwen/qwen3-vl-8b-thinking,9232,2020,11252
mss154040478-9.jpg,qwen/qwen3-vl-8b-thinking,9232,396,9628
mss184240130-127.jpg,qwen/qwen3-vl-8b-thinking,9254,1394,10648
mss184240200-27.jpg,qwen/qwen3-vl-8b-thinking,9213,3252,12465
mss184240331-29.jpg,qwen/qwen3-vl-8b-thinking,9232,1351,10583
mss83434033-2.jpg,qwen/qwen3-vl-8b-thinking,9187,8409,17596
mss83434137-26.jpg,qwen/qwen3-vl-8b-thinking,9131,3908,13039
mss83434252-16.jpg,qwen/qwen3-vl-8b-thinking,9220,1296,10516
mss83434263-1.jpg,qwen/qwen3-vl-8b-thinking,7878,3693,11571
mss83434319-1.jpg,qwen/qwen3-vl-8b-thinking,8844,2869,11713
2019713442-448.jpg,qwen/qwen3.5-flash-02-23,9251,1833,11084
2019713445-1752.jpg,qwen/qwen3.5-flash-02-23,9251,1377,10628
2019713451-2338.jpg,qwen/qwen3.5-flash-02-23,9225,10245,19470
mss1187900041-38.jpg,qwen/qwen3.5-flash-02-23,9211,4046,13257
mss1187900051-26.jpg,qwen/qwen3.5-flash-02-23,9071,2125,11196
mss1187900092-33.jpg,qwen/qwen3.5-flash-02-23,9032,3600,12632
mss1187900967-7.jpg,qwen/qwen3.5-flash-02-23,8711,8578,17289
mss1288000078-3.jpg,qwen/qwen3.5-flash-02-23,9251,10142,19393
mss154040147-18.jpg,qwen/qwen3.5-flash-02-23,9251,3855,13106
mss154040163-11.jpg,qwen/qwen3.5-flash-02-23,9232,2607,11839
mss154040333-2.jpg,qwen/qwen3.5-flash-02-23,9251,3624,12875
mss154040478-9.jpg,qwen/qwen3.5-flash-02-23,9251,682,9933
mss184240130-127.jpg,qwen/qwen3.5-flash-02-23,9273,8791,18064
mss184240200-27.jpg,qwen/qwen3.5-flash-02-23,9232,5774,15006
mss184240331-29.jpg,qwen/qwen3.5-flash-02-23,9251,6880,16131
mss83434033-2.jpg,qwen/qwen3.5-flash-02-23,9206,11500,20706
mss83434137-26.jpg,qwen/qwen3.5-flash-02-23,9150,4591,13741
mss83434252-16.jpg,qwen/qwen3.5-flash-02-23,9239,4286,13525
mss83434263-1.jpg,qwen/qwen3.5-flash-02-23,7897,6384,14281
mss83434319-1.jpg,qwen/qwen3.5-flash-02-23,8863,2805,11668
